no,name,attributes,type_name,form_name,hp,atk,matk,def,mdef,spd,trait_name,trait_desc,bloodline_skill_names,own_skill_names,skill_stone_names,strong_against,weak_against,resist,resisted,detail_url,image
NO.189,棋骑士（黑子）,武|地,最终形态,地区形态,83,121,43,84,66,125,腾挪,攻击技能应对1次后，回满状态，变为棋绮后。,星星撞击|恶能量|升龙咆哮|球状闪电|贯手|火焰冲锋|灵媒|花香|冰爪|噬心|透射|金属噪音|碰爪|星云漩涡|扬沙|毒沼|泡沫|风矢,魔法增效|防御|寸拳|气波|缠丝劲|力量增效|跺地|化劲|猛烈撞击|影袭|提气|鸣沙陷阱|气沉丹田|破绽|岩土暴击|截拳|地刺|花香|火焰冲锋|泡沫|透射|扬沙|冰爪|升龙咆哮|球状闪电|毒沼|噬心|贯手|风矢|碰爪|灵媒|恶能量|金属噪音|星云漩涡|触底强击|连续爪击|快速移动|借用|先发制人|热身运动|晒太阳|倾泻|主轴|地陷|石肤术|散手|撕裂|力量吞噬|迫害,主轴|借用|倾泻|先发制人|力量吞噬|地陷|快速移动|撕裂|散手|晒太阳|热身运动|石肤术|触底强击|连续爪击|迫害|迫近攻击,,萌|幻|草|水|冰|武|机械,地|虫|恶|普通|火|电|毒,,https://wiki.biligame.com/rocom/棋骑士（黑子）,https://lokewangguoshijie.com/pokemon/NO.189_棋骑士（黑子）.webp
NO.190,棋齐垒（黑子）,武|地,最终形态,地区形态,89,94,38,116,77,75,保卫,防御技能应对2次后，回满状态，变为棋绮后。,防反|等价交换|升龙咆哮|集中|贯手|火焰护盾|虚化|蜡质膜|雪替身|掩护|透射|械斗|碰爪|冥想|扬沙|溃烂触碰|水泡盾|风墙,魔法增效|防御|寸拳|气波|缠丝劲|力量增效|跺地|化劲|猛烈撞击|影袭|不动如山|石肤术|鸣沙陷阱|提气|硬门|一拳|斩断|蜡质膜|火焰护盾|水泡盾|透射|扬沙|雪替身|升龙咆哮|集中|溃烂触碰|掩护|贯手|风墙|碰爪|虚化|等价交换|械斗|冥想|触底强击|连续爪击|借用|先发制人|热身运动|晒太阳|有效预防|吓退|岩土暴击|硬化|壁垒|听桥|防御反击|诋毁|虚假破产,借用|先发制人|吓退|听桥|壁垒|岩土暴击|晒太阳|有效预防|热身运动|硬化|虚假破产|触底强击|诋毁|连续爪击|迫近攻击|防御反击,,萌|幻|草|水|冰|武|机械,地|虫|恶|普通|火|电|毒,,https://wiki.biligame.com/rocom/棋齐垒（黑子）,https://lokewangguoshijie.com/pokemon/NO.190_棋齐垒（黑子）.webp
NO.191,棋祈督（黑子）,武|地,最终形态,地区形态,126,87,87,90,72,85,好象坏象,状态技能应对1次后，回满状态，变为棋绮后。,休息回复|贪婪|升龙咆哮|麻痹|贯手|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|扬沙|毒孢子|蓄水|羽化加速,魔法增效|防御|寸拳|气波|缠丝劲|力量增效|跺地|化劲|猛烈撞击|影袭|钧势|石肤术|陨石|提气|蓄势待发|岩脉崩毁|破绽|徒长|引燃|蓄水|虹光冲击|扬沙|霜降|升龙咆哮|麻痹|毒孢子|假寐|贯手|羽化加速|甜心续航|勾魂|贪婪|啮合传递|超维投射|触底强击|借用|先发制人|热身运动|晒太阳|岩土暴击|流沙|泥浆铠甲|沙涌|反击拳|听桥|叠势|预备势|防御反击|撕咬|力量吞噬|诋毁|暗箱操作,借用|先发制人|力量吞噬|反击拳|叠势|听桥|岩土暴击|撕咬|晒太阳|暗箱操作|沙涌|泥浆铠甲|流沙|热身运动|触底强击|诋毁|迫近攻击|防御反击|预备势,,萌|幻|草|水|冰|武|机械,地|虫|恶|普通|火|电|毒,,https://wiki.biligame.com/rocom/棋祈督（黑子）,https://lokewangguoshijie.com/pokemon/NO.191_棋祈督（黑子）.webp
NO.192,棋绮后（黑子）,武|地,最终形态,地区形态,93,84,84,82,75,90,渗透,己方精灵每使用1次武系或地系技能，自己入场时获得攻防+5%。,休息回复|贪婪|升龙咆哮|麻痹|贯手|引燃|灵媒|徒长|霜降|假寐|虹光冲击|啮合传递|甜心续航|超维投射|扬沙|毒孢子|蓄水|羽化加速,魔法增效|防御|寸拳|气波|缠丝劲|力量增效|跺地|化劲|猛烈撞击|影袭|钧势|石肤术|陨石|提气|蓄势待发|岩脉崩毁|破绽|徒长|引燃|蓄水|虹光冲击|扬沙|霜降|升龙咆哮|麻痹|毒孢子|假寐|贯手|羽化加速|甜心续航|灵媒|贪婪|啮合传递|超维投射|触底强击|借用|先发制人|热身运动|晒太阳|有效预防|摇篮曲|抛石|鸣沙陷阱|气沉丹田|听桥|一拳|叠势|预备势|防御反击|撕咬|力量吞噬|诋毁|暗箱操作,一拳|借用|先发制人|力量吞噬|叠势|听桥|抛石|摇篮曲|撕咬|晒太阳|暗箱操作|有效预防|气沉丹田|热身运动|触底强击|诋毁|迫近攻击|防御反击|预备势|鸣沙陷阱,,萌|幻|草|水|冰|武|机械,地|虫|恶|普通|火|电|毒,,https://wiki.biligame.com/rocom/棋绮后（黑子）,https://lokewangguoshijie.com/pokemon/NO.192_棋绮后（黑子）.webp
NO.212,古钟蛇（本命年的样子）,萌|毒,Ⅰ阶,地区形态,0,0,0,0,0,0,拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,,,,,恶|机械|地|幻,武|虫|草|萌,,https://wiki.biligame.com/rocom/古钟蛇（本命年的样子）,https://lokewangguoshijie.com/pokemon/NO.212_古钟蛇（本命年的样子）.webp
NO.213,寒音蛇（本命年的样子）,萌|毒,最终形态,地区形态,0,0,0,0,0,0,拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,,,,,恶|机械|地|幻,武|虫|草|萌,,https://wiki.biligame.com/rocom/寒音蛇（本命年的样子）,https://lokewangguoshijie.com/pokemon/NO.213_寒音蛇（本命年的样子）.webp
NO.220,海枝枝（杏黄百合）,水|幽,最终形态,地区形态,91,48,125,104,129,110,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冷风|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|水弹枪|风矢,拍击|甩水|勾魂|魔法增效|恐吓|嘲弄|午夜噪音|打湿|背袭|润泽|涌泉|水波术|天洪|荆棘爪|火爪|水弹枪|虹光冲击|跺地|冷风|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|魅惑|灵媒|黑手|离子震荡|针状物|追打|伺机而动|精神扰乱|防御|取念|打鼾|消毒法|有效预防|摇篮曲|根吸收|汲取|落雨|泥巴喷射|灵光,伺机而动|取念|打鼾|摇篮曲|有效预防|根吸收|汲取|泥巴喷射|消毒法|灵光|突袭|精神扰乱|落雨|追打|防御,,草|电|光|幽|恶,火|机械|普通|毒|虫|武,,https://wiki.biligame.com/rocom/海枝枝（杏黄百合）,https://lokewangguoshijie.com/pokemon/NO.220_海枝枝（杏黄百合）.webp
NO.220,海枝枝（洋红沙丁）,水|幽,最终形态,地区形态,97,62,136,84,121,110,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火焰箭|灵媒|荆棘爪|冷风|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|水弹枪|风矢,拍击|甩水|勾魂|魔法增效|恐吓|嘲弄|午夜噪音|打湿|背袭|润泽|涌泉|水波术|天洪|荆棘爪|火焰箭|水弹枪|虹光冲击|跺地|冷风|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|魅惑|灵媒|黑手|离子震荡|针状物|追打|伺机而动|精神扰乱|防御|取念|打鼾|消毒法|有效预防|摇篮曲|根吸收|汲取|火爪|落雨|灵光,伺机而动|取念|打鼾|摇篮曲|有效预防|根吸收|汲取|消毒法|火爪|灵光|突袭|精神扰乱|落雨|追打|防御,,草|电|光|幽|恶,火|机械|普通|毒|虫|武,,https://wiki.biligame.com/rocom/海枝枝（洋红沙丁）,https://lokewangguoshijie.com/pokemon/NO.220_海枝枝（洋红沙丁）.webp
NO.220,海枝枝（翠绿纶布）,水|幽,最终形态,地区形态,90,53,135,92,113,120,珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冷风|尾后针|虹光冲击|离子震荡|魅惑|针状物|跺地|毒沼|水弹枪|风矢,拍击|甩水|勾魂|魔法增效|恐吓|嘲弄|午夜噪音|打湿|背袭|润泽|涌泉|水波术|天洪|荆棘爪|火爪|水弹枪|虹光冲击|跺地|冷风|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|魅惑|灵媒|黑手|离子震荡|针状物|追打|伺机而动|精神扰乱|防御|取念|打鼾|消毒法|有效预防|摇篮曲|根吸收|汲取|落雨|虫鸣|灵光,伺机而动|取念|打鼾|摇篮曲|有效预防|根吸收|汲取|消毒法|灵光|突袭|精神扰乱|落雨|虫鸣|追打|防御,,草|电|光|幽|恶,火|机械|普通|毒|虫|武,,https://wiki.biligame.com/rocom/海枝枝（翠绿纶布）,https://lokewangguoshijie.com/pokemon/NO.220_海枝枝（翠绿纶布）.webp
NO.235,香草甜甜（杨桃饰品）,冰,Ⅱ阶,地区形态,88,92,96,58,77,80,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/香草甜甜（杨桃饰品）,https://lokewangguoshijie.com/pokemon/NO.235_香草甜甜（杨桃饰品）.webp
NO.235,香草甜甜（蓝莓饰品）,冰,Ⅱ阶,地区形态,91,94,88,63,74,80,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/香草甜甜（蓝莓饰品）,https://lokewangguoshijie.com/pokemon/NO.235_香草甜甜（蓝莓饰品）.webp
NO.236,圣代甜甜（樱桃草莓口味）,冰,最终形态,地区形态,107,120,110,81,96,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（樱桃草莓口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（樱桃草莓口味）.webp
NO.236,圣代甜甜（樱桃抹茶口味）,冰,最终形态,地区形态,113,112,110,79,92,105,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（樱桃抹茶口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（樱桃抹茶口味）.webp
NO.236,圣代甜甜（蓝莓巧克力口味）,冰,最终形态,地区形态,114,117,110,79,92,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（蓝莓巧克力口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（蓝莓巧克力口味）.webp
NO.236,圣代甜甜（蓝莓草莓口味）,冰,最终形态,地区形态,113,109,100,90,96,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（蓝莓草莓口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（蓝莓草莓口味）.webp
NO.236,圣代甜甜（蓝莓抹茶口味）,冰,最终形态,地区形态,121,100,101,86,92,105,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（蓝莓抹茶口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（蓝莓抹茶口味）.webp
NO.236,圣代甜甜（杨桃巧克力口味）,冰,最终形态,地区形态,110,116,120,73,96,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（杨桃巧克力口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（杨桃巧克力口味）.webp
NO.236,圣代甜甜（杨桃草莓口味）,冰,最终形态,地区形态,108,110,110,84,99,100,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（杨桃草莓口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（杨桃草莓口味）.webp
NO.236,圣代甜甜（杨桃抹茶口味）,冰,最终形态,地区形态,110,107,110,82,96,105,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,星星撞击|黑手|升龙咆哮|磁干扰|贯手|火爪|灵媒|荆棘爪|冰爪|尾后针|虹光冲击|离子震荡|飞吻|针状物|跺地|毒沼|肥皂泡|风矢,防御|风吹雪|霜降|寒风吹|魔法增效|暴风雪|雾气环绕|冰晶坠|力量增效|旋转突击|霜天|碎冰冰|冰点|冰锋横扫|冰雹|极寒领域|荆棘爪|火爪|肥皂泡|虹光冲击|跺地|冰爪|升龙咆哮|磁干扰|毒沼|尾后针|贯手|风矢|飞吻|灵媒|黑手|离子震荡|针状物|精神扰乱|复写|晒太阳|倾泻|冰冻光线|超级糖果|生日蛋糕|破罐破摔|惊吓盒子|恐吓|幽灵爆发|诡刺|勾魂|坍缩|双星,倾泻|冰冻光线|勾魂|双星|坍缩|复写|幽灵爆发|恐吓|惊吓盒子|晒太阳|生日蛋糕|破罐破摔|精神扰乱|诡刺|超级糖果|阻断,草|地|龙|翼,火|武|地|机械,水|冰|光,火|冰|机械,https://wiki.biligame.com/rocom/圣代甜甜（杨桃抹茶口味）,https://lokewangguoshijie.com/pokemon/NO.236_圣代甜甜（杨桃抹茶口味）.webp
NO.237,刺轮砣（下弦的样子）,毒|萌,Ⅰ阶,地区形态,100,78,80,65,80,84,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,星星撞击|诋毁|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|溃烂触碰|蓄水|羽化加速,毒针|不可接触|甜心续航|毒泡泡|毒孢子|鞭打|生日蛋糕|防御|毒沼|疫病吐息|撒娇|剧毒|爆米花爆破|压扁|毒液渗透|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|溃烂触碰|假寐|化劲|羽化加速|飞吻|勾魂|诋毁|啮合传递|超维投射|应激反应|精神扰乱|取念|打鼾|加固|鼓劲|晒太阳|吓退|摇篮曲|润泽|泡沫幻影|肥皂泡|潮涌|洗礼|盐水浴|毒雾|赤子之心,休息回复|加固|取念|吓退|应激反应|打鼾|摇篮曲|晒太阳|毒雾|泡沫幻影|洗礼|润泽|潮涌|盐水浴|精神扰乱|肥皂泡|赤子之心|鼓劲,,地|恶|幻|机械,草|虫|武|萌,,https://wiki.biligame.com/rocom/刺轮砣（下弦的样子）,https://lokewangguoshijie.com/pokemon/NO.237_刺轮砣（下弦的样子）.webp
NO.238,月亮砣（下弦的样子）,毒|萌,最终形态,地区形态,125,98,100,81,100,105,耐活王,敌方受到中毒效果伤害时，自己回复等量生命。,星星撞击|诋毁|升龙咆哮|麻痹|化劲|引燃|勾魂|徒长|霜降|假寐|虹光冲击|啮合传递|飞吻|超维投射|泥浆铠甲|溃烂触碰|蓄水|羽化加速,毒针|不可接触|甜心续航|毒泡泡|毒孢子|鞭打|生日蛋糕|防御|毒沼|疫病吐息|撒娇|剧毒|爆米花爆破|压扁|毒液渗透|徒长|引燃|蓄水|虹光冲击|泥浆铠甲|霜降|升龙咆哮|麻痹|溃烂触碰|假寐|化劲|羽化加速|飞吻|勾魂|诋毁|啮合传递|超维投射|应激反应|精神扰乱|取念|打鼾|加固|鼓劲|晒太阳|吓退|摇篮曲|润泽|泡沫幻影|肥皂泡|潮涌|洗礼|盐水浴|毒雾|赤子之心,休息回复|加固|取念|吓退|应激反应|打鼾|摇篮曲|晒太阳|毒雾|泡沫幻影|洗礼|润泽|潮涌|盐水浴|精神扰乱|肥皂泡|赤子之心|鼓劲,,地|恶|幻|机械,草|虫|武|萌,,https://wiki.biligame.com/rocom/月亮砣（下弦的样子）,https://lokewangguoshijie.com/pokemon/NO.238_月亮砣（下弦的样子）.webp
NO.258,乌达（极夜的样子）,恶|冰,Ⅰ阶,地区形态,96,95,55,64,34,30,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,雾气环绕|冰锥|诋毁|贪婪|当头棒喝|力量增效|丢冰块|恶意逃离|趁火打劫|冰晶坠|极限撕裂|滚雪球|暗突袭|花香|火焰冲锋|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶��量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|复写|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落|恶能量,伺机而动|力量吞噬|反击拳|复写|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,虫|武|萌|火|地|机械,幽|龙|水|冰,,https://wiki.biligame.com/rocom/乌达（极夜的样子）,https://lokewangguoshijie.com/pokemon/NO.258_乌达（极夜的样子）.webp
NO.259,迷你乌（极夜的样子）,恶|冰,Ⅱ阶,地区形态,128,126,73,85,46,40,恶魔的晚宴,主动击败敌方精灵时，自己获得双攻+50%。,星星撞击|恶能量|升龙咆哮|球状闪电|缠丝劲|火焰冲锋|灵媒|花香|冰爪|噬心|透射|械斗|碰爪|星云漩涡|跺地|毒沼|泡沫|鹰爪,雾气环绕|冰锥|诋毁|贪婪|当头棒喝|力量增效|丢冰块|恶意逃离|趁火打劫|冰晶坠|极限撕裂|滚雪球|暗突袭|花香|火焰冲锋|泡沫|透射|跺地|冰爪|升龙咆哮|球状闪电|毒沼|噬心|缠丝劲|鹰爪|碰爪|灵媒|恶能量|械斗|星云漩涡|气势一击|快速移动|伺机而动|防御|复写|热身运动|崩拳|反击拳|提气|风矢|力量吞噬|跌落,伺机而动|力量吞噬|反击拳|复写|崩拳|快速移动|提气|气势一击|热身运动|跌落|连续爪击|防御|风矢,,虫|武|萌|火|地|机械,幽|龙|水|冰,,https://wiki.biligame.com/rocom/迷你乌（极夜的样子）,https://lokewangguoshijie.com/pokemon/NO.259_迷你乌（极夜的样子）.webp
