no,name,relation,target_attribute
NO.034,化蝶（奇丽花的样子）,weak_against,恶
NO.034,化蝶（奇丽花的样子）,weak_against,机械
NO.034,化蝶（奇丽花的样子）,resist,草
NO.034,化蝶（奇丽花的样子）,resist,武
NO.034,化蝶（奇丽花的样子）,resist,虫
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,幽
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,草
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,水
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,冰
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,武
NO.040,晶石蜗（莲花刚玉的样子）,weak_against,机械
NO.040,晶石蜗（莲花刚玉的样子）,resist,恶
NO.040,晶石蜗（莲花刚玉的样子）,resist,幻
NO.040,晶石蜗（莲花刚玉的样子）,resist,普通
NO.040,晶石蜗（莲花刚玉的样子）,resist,火
NO.040,晶石蜗（莲花刚玉的样子）,resist,翼
NO.040,晶石蜗（莲花刚玉的样子）,resist,电
NO.040,晶石蜗（莲花刚玉的样子）,resist,毒
NO.040,晶石蜗（星彩榴石的样子）,weak_against,幽
NO.040,晶石蜗（星彩榴石的样子）,weak_against,草
NO.040,晶石蜗（星彩榴石的样子）,weak_against,水
NO.040,晶石蜗（星彩榴石的样子）,weak_against,冰
NO.040,晶石蜗（星彩榴石的样子）,weak_against,武
NO.040,晶石蜗（星彩榴石的样子）,weak_against,机械
NO.040,晶石蜗（星彩榴石的样子）,resist,恶
NO.040,晶石蜗（星彩榴石的样子）,resist,幻
NO.040,晶石蜗（星彩榴石的样子）,resist,普通
NO.040,晶石蜗（星彩榴石的样子）,resist,火
NO.040,晶石蜗（星彩榴石的样子）,resist,翼
NO.040,晶石蜗（星彩榴石的样子）,resist,电
NO.040,晶石蜗（星彩榴石的样子）,resist,毒
NO.040,晶石蜗（火山琉璃的样子）,weak_against,幽
NO.040,晶石蜗（火山琉璃的样子）,weak_against,草
NO.040,晶石蜗（火山琉璃的样子）,weak_against,水
NO.040,晶石蜗（火山琉璃的样子）,weak_against,冰
NO.040,晶石蜗（火山琉璃的样子）,weak_against,武
NO.040,晶石蜗（火山琉璃的样子）,weak_against,机械
NO.040,晶石蜗（火山琉璃的样子）,resist,恶
NO.040,晶石蜗（火山琉璃的样子）,resist,幻
NO.040,晶石蜗（火山琉璃的样子）,resist,普通
NO.040,晶石蜗（火山琉璃的样子）,resist,火
NO.040,晶石蜗（火山琉璃的样子）,resist,翼
NO.040,晶石蜗（火山琉璃的样子）,resist,电
NO.040,晶石蜗（火山琉璃的样子）,resist,毒
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,幽
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,草
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,水
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,冰
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,武
NO.040,晶石蜗（蓝锥矿的样子）,weak_against,机械
NO.040,晶石蜗（蓝锥矿的样子）,resist,恶
NO.040,晶石蜗（蓝锥矿的样子）,resist,幻
NO.040,晶石蜗（蓝锥矿的样子）,resist,普通
NO.040,晶石蜗（蓝锥矿的样子）,resist,火
NO.040,晶石蜗（蓝锥矿的样子）,resist,翼
NO.040,晶石蜗（蓝锥矿的样子）,resist,电
NO.040,晶石蜗（蓝锥矿的样子）,resist,毒
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,幽
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,草
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,水
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,冰
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,武
NO.040,晶石蜗（烧蓝黄金的样子）,weak_against,机械
NO.040,晶石蜗（烧蓝黄金的样子）,resist,恶
NO.040,晶石蜗（烧蓝黄金的样子）,resist,幻
NO.040,晶石蜗（烧蓝黄金的样子）,resist,普通
NO.040,晶石蜗（烧蓝黄金的样子）,resist,火
NO.040,晶石蜗（烧蓝黄金的样子）,resist,翼
NO.040,晶石蜗（烧蓝黄金的样子）,resist,电
NO.040,晶石蜗（烧蓝黄金的样子）,resist,毒
NO.044,丢丢（沙地附近的样子）,weak_against,冰
NO.044,丢丢（沙地附近的样子）,weak_against,虫
NO.044,丢丢（沙地附近的样子）,weak_against,草
NO.044,丢丢（沙地附近的样子）,weak_against,武
NO.044,丢丢（沙地附近的样子）,weak_against,机械
NO.044,丢丢（沙地附近的样子）,resist,地
NO.044,丢丢（沙地附近的样子）,resist,电
NO.044,丢丢（沙地附近的样子）,resist,光
NO.044,丢丢（沙地附近的样子）,resist,普通
NO.044,丢丢（雪山附近的样子）,weak_against,火
NO.044,丢丢（雪山附近的样子）,weak_against,毒
NO.044,丢丢（雪山附近的样子）,weak_against,虫
NO.044,丢丢（雪山附近的样子）,weak_against,翼
NO.044,丢丢（雪山附近的样子）,weak_against,武
NO.044,丢丢（雪山附近的样子）,weak_against,机械
NO.044,丢丢（雪山附近的样子）,resist,水
NO.044,丢丢（雪山附近的样子）,resist,电
NO.045,卡卡虫（沙地附近的样子）,weak_against,冰
NO.045,卡卡虫（沙地附近的样子）,weak_against,虫
NO.045,卡卡虫（沙地附近的样子）,weak_against,草
NO.045,卡卡虫（沙地附近的样子）,weak_against,武
NO.045,卡卡虫（沙地附近的样子）,weak_against,机械
NO.045,卡卡虫（沙地附近的样子）,resist,地
NO.045,卡卡虫（沙地附近的样子）,resist,电
NO.045,卡卡虫（沙地附近的样子）,resist,光
NO.045,卡卡虫（沙地附近的样子）,resist,普通
NO.045,卡卡虫（雪山附近的样子）,weak_against,火
NO.045,卡卡虫（雪山附近的样子）,weak_against,毒
NO.045,卡卡虫（雪山附近的样子）,weak_against,虫
NO.045,卡卡虫（雪山附近的样子）,weak_against,翼
NO.045,卡卡虫（雪山附近的样子）,weak_against,武
NO.045,卡卡虫（雪山附近的样子）,weak_against,机械
NO.045,卡卡虫（雪山附近的样子）,resist,水
NO.045,卡卡虫（雪山附近的样子）,resist,电
NO.045,卡卡虫（雪山附近的样子）,resist,光
NO.045,卡卡虫（火山附近的样子）,weak_against,火
NO.045,卡卡虫（火山附近的样子）,weak_against,毒
NO.045,卡卡虫（火山附近的样子）,weak_against,翼
NO.045,卡卡虫（火山附近的样子）,resist,电
NO.045,卡卡虫（火山附近的样子）,resist,光
NO.045,卡卡虫（火山附近的样子）,resist,草
NO.045,卡卡虫（火山附近的样子）,resist,机械
NO.045,卡卡虫（火山附近的样子）,resist,萌
NO.046,卡瓦重（沙地附近的样子）,weak_against,冰
NO.046,卡瓦重（沙地附近的样子）,weak_against,虫
NO.046,卡瓦重（沙地附近的样子）,weak_against,草
NO.046,卡瓦重（沙地附近的样子）,weak_against,武
NO.046,卡瓦重（沙地附近的样子）,weak_against,机械
NO.046,卡瓦重（沙地附近的样子）,resist,地
NO.046,卡瓦重（沙地附近的样子）,resist,电
NO.046,卡瓦重（沙地附近的样子）,resist,光
NO.046,卡瓦重（沙地附近的样子）,resist,普通
NO.046,卡瓦重（雪山附近的样子）,weak_against,火
NO.046,卡瓦重（雪山附近的样子）,weak_against,毒
NO.046,卡瓦重（雪山附近的样子）,weak_against,虫
NO.046,卡瓦重（雪山附近的样子）,weak_against,翼
NO.046,卡瓦重（雪山附近的样子）,weak_against,武
NO.046,卡瓦重（雪山附近的样子）,weak_against,机械
NO.046,卡瓦重（雪山附近的样子）,resist,水
NO.046,卡瓦重（雪山附近的样子）,resist,电
NO.046,卡瓦重（雪山附近的样子）,resist,光
NO.046,卡瓦重（火山附近的样子）,weak_against,火
NO.046,卡瓦重（火山附近的样子）,weak_against,毒
NO.046,卡瓦重（火山附近的样子）,weak_against,翼
NO.046,卡瓦重（火山附近的样子）,resist,电
NO.046,卡瓦重（火山附近的样子）,resist,光
NO.046,卡瓦重（火山附近的样子）,resist,草
NO.046,卡瓦重（火山附近的样子）,resist,机械
NO.046,卡瓦重（火山附近的样子）,resist,��
NO.055,暗影灵面（闭眼的样子）,strong_against,光
NO.055,暗影灵面（闭眼的样子）,strong_against,幽
NO.055,暗影灵面（闭眼的样子）,strong_against,幻
NO.055,暗影灵面（闭眼的样子）,weak_against,光
NO.055,暗影灵面（闭眼的样子）,weak_against,幽
NO.055,暗影灵面（闭眼的样子）,weak_against,恶
NO.055,暗影灵面（闭眼的样子）,resist,普通
NO.055,暗影灵面（闭眼的样子）,resist,毒
NO.055,暗影灵面（闭眼的样子）,resist,虫
NO.055,暗影灵面（闭眼的样子）,resist,武
NO.055,暗影灵面（闭眼的样子）,resisted,普通
NO.055,暗影灵面（闭眼的样子）,resisted,恶
NO.056,幽冥眼（闭眼的样子）,strong_against,光
NO.056,幽冥眼（闭眼的样子）,strong_against,幽
NO.056,幽冥眼（闭眼的样子）,strong_against,幻
NO.056,幽冥眼（闭眼的样子）,weak_against,光
NO.056,幽冥眼（闭眼的样子）,weak_against,幽
NO.056,幽冥眼（闭眼的样子）,weak_against,恶
NO.056,幽冥眼（闭眼的样子）,resist,普通
NO.056,幽冥眼（闭眼的样子）,resist,毒
NO.056,幽冥眼（闭眼的样子）,resist,虫
NO.056,幽冥眼（闭眼的样子）,resist,武
NO.056,幽冥眼（闭眼的样子）,resisted,普通
NO.056,幽冥眼（闭眼的样子）,resisted,恶
NO.057,梦游（穿星星睡衣的样子）,weak_against,光
NO.057,梦游（穿星星睡衣的样子）,weak_against,幽
NO.057,梦游（穿星星睡衣的样子）,weak_against,草
NO.057,梦游（穿星星睡衣的样子）,resist,普通
NO.057,梦游（穿星星睡衣的样子）,resist,毒
NO.057,梦游（穿星星睡衣的样子）,resist,虫
NO.057,梦游（穿星星睡衣的样子）,resist,武
NO.057,梦游（穿星星睡衣的样子）,resist,幻
NO.058,梦悠悠（穿星星睡衣的样子）,weak_against,光
NO.058,梦悠悠（穿星星睡衣的样子）,weak_against,幽
NO.058,梦悠悠（穿星星睡衣的样子）,weak_against,草
NO.058,梦悠悠（穿星星睡衣的样子）,resist,普通
NO.058,梦悠悠（穿星星睡衣的样子）,resist,毒
NO.058,梦悠悠（穿星星睡衣的样子）,resist,虫
NO.058,梦悠悠（穿星星睡衣的样子）,resist,武
NO.058,梦悠悠（穿星星睡衣的样子）,resist,幻
NO.063,蹦蹦种子（彩玉球形态）,weak_against,火
NO.063,蹦蹦种子（彩玉球形态）,weak_against,冰
NO.063,蹦蹦种子（彩玉球形态）,weak_against,翼
NO.063,蹦蹦种子（彩玉球形态）,weak_against,恶
NO.063,蹦蹦种子（彩玉球形态）,weak_against,幻
NO.063,蹦蹦种子（彩玉球形态）,resist,水
NO.063,蹦蹦种子（彩玉球形态）,resist,电
NO.063,蹦蹦种子（彩玉球形态）,resist,光
NO.063,蹦蹦种子（彩玉球形态）,resist,草
NO.063,蹦蹦种子（彩玉球形态）,resist,武
NO.063,蹦蹦种子（彩玉球形态）,resist,萌
NO.063,蹦蹦种子（短毛球形态）,weak_against,火
NO.063,蹦蹦种子（短毛球形态）,weak_against,冰
NO.063,蹦蹦种子（短毛球形态）,weak_against,翼
NO.063,蹦蹦种子（短毛球形态）,weak_against,恶
NO.063,蹦蹦种子（短毛球形态）,weak_against,幻
NO.063,蹦蹦种子（短毛球形态）,resist,水
NO.063,蹦蹦种子（短毛球形态）,resist,电
NO.063,蹦蹦种子（短毛球形态）,resist,光
NO.063,蹦蹦种子（短毛球形态）,resist,草
NO.063,蹦蹦种子（短毛球形态）,resist,武
NO.063,蹦蹦种子（短毛球形态）,resist,萌
NO.063,蹦蹦种子（象牙球形态）,weak_against,火
NO.063,蹦蹦种子（象牙球形态）,weak_against,冰
NO.063,蹦蹦种子（象牙球形态）,weak_against,翼
NO.063,蹦蹦种子（象牙球形态）,weak_against,恶
NO.063,蹦蹦种子（象牙球形态）,weak_against,幻
NO.063,蹦蹦种子（象牙球形态）,resist,水
NO.063,蹦蹦种子（象牙球形态）,resist,电
NO.063,蹦蹦种子（象牙球形态）,resist,光
NO.063,蹦蹦种子（象牙球形态）,resist,草
NO.063,蹦蹦种子（象牙球形态）,resist,武
NO.063,蹦蹦种子（象牙球形态）,resist,萌
NO.064,蹦蹦草（彩玉球形态）,weak_against,火
NO.064,蹦蹦草（彩玉球形态）,weak_against,冰
NO.064,蹦蹦草（彩玉球形态）,weak_against,翼
NO.064,蹦蹦草（彩玉球形态）,weak_against,恶
NO.064,蹦蹦草（彩玉球形态）,weak_against,幻
NO.064,蹦蹦草（彩玉球形态）,resist,水
NO.064,蹦蹦草（彩玉球形态）,resist,电
NO.064,蹦蹦草（彩玉球形态）,resist,光
NO.064,蹦蹦草（彩玉球形态）,resist,草
NO.064,蹦蹦草（彩玉球形态）,resist,武
NO.064,蹦蹦草（彩玉球形态）,resist,萌
NO.064,蹦蹦草（短毛球形态）,weak_against,火
NO.064,蹦蹦草（短毛球形态）,weak_against,冰
NO.064,蹦蹦草（短毛球形态）,weak_against,翼
NO.064,蹦蹦草（短毛球形态）,weak_against,恶
NO.064,蹦蹦草（短毛球形态）,weak_against,幻
NO.064,蹦蹦草（短毛球形态）,resist,水
NO.064,蹦蹦草（短毛球形态）,resist,电
NO.064,蹦蹦草（短毛球形态）,resist,光
NO.064,蹦蹦草（短毛球形态）,resist,草
NO.064,蹦蹦草（短毛球形态）,resist,武
NO.064,蹦蹦草（短毛球形态）,resist,萌
NO.064,蹦蹦草（象牙球形态）,weak_against,火
NO.064,蹦蹦草（象牙球形态）,weak_against,冰
NO.064,蹦蹦草（象牙球形态）,weak_against,翼
NO.064,蹦蹦草（象牙球形态）,weak_against,恶
NO.064,蹦蹦草（象牙球形态）,weak_against,幻
NO.064,蹦蹦草（象牙球形态）,resist,水
NO.064,蹦蹦草（象牙球形态）,resist,电
NO.064,蹦蹦草（象牙球形态）,resist,光
NO.064,蹦蹦草（象牙球形态）,resist,草
NO.064,蹦蹦草（象牙球形态）,resist,武
NO.064,蹦蹦草（象牙球形态）,resist,萌
NO.065,蹦蹦花（彩玉球形态）,weak_against,火
NO.065,蹦蹦花（彩玉球形态）,weak_against,冰
NO.065,蹦蹦花（彩玉球形态）,weak_against,翼
NO.065,蹦蹦花（彩玉球形态）,weak_against,恶
NO.065,蹦蹦花（彩玉球形态）,weak_against,幻
NO.065,蹦蹦花（彩玉球形态）,resist,水
NO.065,蹦蹦花（彩玉球形态）,resist,电
NO.065,蹦蹦花（彩玉球形态）,resist,光
NO.065,蹦蹦花（彩玉球形态）,resist,草
NO.065,蹦蹦花（彩玉球形态）,resist,武
NO.065,蹦蹦花（彩玉球形态）,resist,萌
NO.065,蹦蹦花（短毛球形态）,weak_against,火
NO.065,蹦蹦花（短毛球形态）,weak_against,冰
NO.065,蹦蹦花（短毛球形态）,weak_against,翼
NO.065,蹦蹦花（短毛球形态）,weak_against,恶
NO.065,蹦蹦花（短毛球形态）,weak_against,幻
NO.065,蹦蹦花（短毛球形态）,resist,水
NO.065,蹦蹦花（短毛球形态）,resist,电
NO.065,蹦蹦花（短毛球形态）,resist,光
NO.065,蹦蹦花（短毛球形态）,resist,草
NO.065,蹦蹦花（短毛球形态）,resist,武
NO.065,蹦蹦花（短毛球形态）,resist,萌
NO.065,蹦蹦花（象牙球形态）,weak_against,火
NO.065,蹦蹦花（象牙球形态）,weak_against,冰
NO.065,蹦蹦花（象牙球形态）,weak_against,翼
NO.065,蹦蹦花（象牙球形态）,weak_against,恶
NO.065,蹦蹦花（象牙球形态）,weak_against,幻
NO.065,蹦蹦花（象牙球形态）,resist,水
NO.065,蹦蹦花（象牙球形态）,resist,电
NO.065,蹦蹦花（象牙球形态）,resist,光
NO.065,蹦蹦花（象牙球形态）,resist,草
NO.065,蹦蹦花（象牙球形态）,resist,武
NO.065,蹦蹦花（象牙球形态）,resist,萌
NO.076,海盔虫（磨损的样子）,weak_against,电
NO.076,海盔虫（磨损的样子）,weak_against,地
NO.076,海盔虫（磨损的样子）,weak_against,恶
NO.076,海盔虫（磨损的样子）,weak_against,幻
NO.076,海盔虫（磨损的样子）,resist,火
NO.076,海盔虫（磨损的样子）,resist,机械
NO.076,海盔虫（磨损的样子）,resist,毒
NO.076,海盔虫（磨损的样子）,resist,虫
NO.076,海盔虫（磨损的样子）,resist,武
NO.076,海盔虫（磨损的样子）,resist,萌
NO.077,刺盔虫（磨损的样子）,weak_against,电
NO.077,刺盔虫（磨损的样子）,weak_against,地
NO.077,刺盔虫（磨损的样子）,weak_against,恶
NO.077,刺盔虫（磨损的样子）,weak_against,幻
NO.077,刺盔虫（磨损的样子）,resist,火
NO.077,刺盔虫（磨损的样子）,resist,机械
NO.077,刺盔虫（磨损的样子）,resist,毒
NO.077,刺盔虫（磨损的样子）,resist,虫
NO.077,刺盔虫（磨损的样子）,resist,武
NO.077,刺盔虫（磨损的样子）,resist,萌
NO.078,千棘盔（磨损的样子）,weak_against,电
NO.078,千棘盔（磨损的样子）,weak_against,地
NO.078,千棘盔（磨损的样子）,weak_against,恶
NO.078,千棘盔（磨损的样子）,weak_against,幻
NO.078,千棘盔（磨损的样子）,resist,火
NO.078,千棘盔（磨损的样子）,resist,机械
NO.078,千棘盔（磨损的样子）,resist,毒
NO.078,千棘盔（磨损的样子）,resist,虫
NO.078,千棘盔（磨损的样子）,resist,武
NO.078,千棘盔（磨损的样子）,resist,萌
NO.080,小星光（月光能量的样子）,weak_against,地
NO.080,小星光（月光能量的样子）,weak_against,幽
NO.080,小星光（月光能量的样子）,weak_against,草
NO.080,小星光（月光能量的样子）,resist,电
NO.080,小星光（月光能量的样子）,resist,翼
NO.080,小星光（月光能量的样子）,resist,机械
NO.080,小星光（月光能量的样子）,resist,恶
NO.080,小星光（月光能量的样子）,resist,幻
NO.081,星光狮（月光能量的样子）,weak_against,地
NO.081,星光狮（月光能量的样子）,weak_against,幽
NO.081,星光狮（月光能量的样子）,weak_against,草
NO.081,星光狮（月光能量的样子）,resist,电
NO.081,星光狮（月光能量的样子）,resist,翼
NO.081,星光狮（月光能量的样子）,resist,机械
NO.081,星光狮（月光能量的样子）,resist,恶
NO.081,星光狮（月光能量的样子）,resist,幻
NO.118,旋叶虫（枯叶的样子）,weak_against,火
NO.118,旋叶虫（枯叶的样子）,weak_against,翼
NO.118,旋叶虫（枯叶的样子）,resist,幽
NO.118,旋叶虫（枯叶的样子）,resist,草
NO.119,蓬叶虫（枯叶的样子）,weak_against,火
NO.119,蓬叶虫（枯叶的样子）,weak_against,翼
NO.119,蓬叶虫（枯叶的样子）,resist,幽
NO.119,蓬叶虫（枯叶的样子）,resist,草
NO.120,风滚暮虫（枯叶的样子）,weak_against,火
NO.120,风滚暮虫（枯叶的样子）,weak_against,翼
NO.120,风滚暮虫（枯叶的样子）,resist,幽
NO.120,风滚暮虫（枯叶的样子）,resist,草
NO.163,小怂猫（山间竹林的样子）,strong_against,普通
NO.163,小怂猫（山间竹林的样子）,strong_against,地
NO.163,小怂猫（山间竹林的样子）,strong_against,冰
NO.163,小怂猫（山间竹林的样子）,strong_against,恶
NO.163,小怂猫（山间竹林的样子）,strong_against,机械
NO.163,小怂猫（山间竹林的样子）,weak_against,翼
NO.163,小怂猫（山间竹林的样子）,weak_against,萌
NO.163,小怂猫（山间竹林的样子）,weak_against,幻
NO.163,小怂猫（山间竹林的样子）,resist,地
NO.163,小怂猫（山间竹林的样子）,resist,虫
NO.163,小怂猫（山间竹林的样子）,resist,恶
NO.163,小怂猫（山间竹林的样子）,resisted,毒
NO.163,小怂猫（山间竹林的样子）,resisted,虫
NO.163,小怂猫（山间竹林的样子）,resisted,翼
NO.163,小怂猫（山间竹林的样子）,resisted,萌
NO.163,小怂猫（山间竹林的样子）,resisted,幽
NO.163,小怂猫（山间竹林的样子）,resisted,幻
NO.165,小狮鹫（高山地的样子）,strong_against,草
NO.165,小狮鹫（高山地的样子）,strong_against,虫
NO.165,小狮鹫（高山地的样子）,strong_against,武
NO.165,小狮鹫（高山地的样子）,weak_against,冰
NO.165,小狮鹫（高山地的样子）,weak_against,电
NO.165,小狮鹫（高山地的样子）,resist,草
NO.165,小狮鹫（高山地的样子）,resist,虫
NO.165,小狮鹫（高山地的样子）,resist,武
NO.165,小狮鹫（高山地的样子）,resisted,龙
NO.165,小狮鹫（高山地的样子）,resisted,电
NO.165,小狮鹫（高山地的样子）,resisted,机械
NO.165,小狮鹫（高山地的样子）,resisted,地
NO.166,神圣狮鹫（高山地的样子）,strong_against,草
NO.166,神圣狮鹫（高山地的样子）,strong_against,虫
NO.166,神圣狮鹫（高山地的样子）,strong_against,武
NO.166,神圣狮鹫（高山地的样子）,weak_against,冰
NO.166,神圣狮鹫（高山地的样子）,weak_against,电
NO.166,神圣狮鹫（高山地的样子）,resist,草
NO.166,神圣狮鹫（高山地的样子）,resist,虫
NO.166,神圣狮鹫（高山地的样子）,resist,武
NO.166,神圣狮鹫（高山地的样子）,resisted,龙
NO.166,神圣狮鹫（高山地的样子）,resisted,电
NO.166,神圣狮鹫（高山地的样子）,resisted,机械
NO.166,神圣狮鹫（高山地的样子）,resisted,地
NO.167,皇家狮鹫（高山地的样子）,strong_against,草
NO.167,皇家狮鹫（高山地的样子）,strong_against,虫
NO.167,皇家狮鹫（高山地的样子）,strong_against,武
NO.167,皇家狮鹫（高山地的样子）,weak_against,冰
NO.167,皇家狮鹫（高山地的样子）,weak_against,电
NO.167,皇家狮鹫（高山地的样子）,resist,草
NO.167,皇家狮鹫（高山地的样子）,resist,虫
NO.167,皇家狮鹫（高山地的样子）,resist,武
NO.167,皇家狮鹫（高山地的样子）,resisted,龙
NO.167,皇家狮鹫（高山地的样子）,resisted,电
NO.167,皇家狮鹫（高山地的样子）,resisted,机械
NO.167,皇家狮鹫（高山地的样子）,resisted,地
NO.171,波波螺（被污染的样子）,weak_against,草
NO.171,波波螺（被污染的样子）,weak_against,水
NO.171,波波螺（被污染的样子）,weak_against,冰
NO.171,波波螺（被污染的样子）,weak_against,武
NO.171,波波螺（被污染的样子）,resist,普通
NO.171,波波螺（被污染的样子）,resist,火
NO.171,波波螺（被污染的样子）,resist,翼
NO.171,波波螺（被污染的样子）,resist,毒
NO.172,消波螺（被污染的样子）,weak_against,草
NO.172,消波螺（被污染的样子）,weak_against,水
NO.172,消波螺（被污染的样子）,weak_against,冰
NO.172,消波螺（被污染的样子）,weak_against,武
NO.172,消波螺（被污染的样子）,resist,普通
NO.172,消波螺（被污染的样子）,resist,火
NO.172,消波螺（被污染的样子）,resist,翼
NO.172,消波螺（被污染的样子）,resist,毒
NO.173,嗜波螺（被污染的样子）,weak_against,草
NO.173,嗜波螺（被污染的样子）,weak_against,水
NO.173,嗜波螺（被污染的样子）,weak_against,冰
NO.173,嗜波螺（被污染的样子）,weak_against,武
NO.173,嗜波螺（被污染的样子）,resist,普通
NO.173,嗜波螺（被污染的样子）,resist,火
NO.173,嗜波螺（被污染的样子）,resist,翼
NO.173,嗜波螺（被污染的样子）,resist,毒
NO.188,棋棋（黑子）,weak_against,萌
NO.188,棋棋（黑子）,weak_against,幻
NO.188,棋棋（黑子）,weak_against,草
NO.188,棋棋（黑子）,weak_against,水
NO.188,棋棋（黑子）,weak_against,冰
NO.188,棋棋（黑子）,weak_against,武
NO.188,棋棋（黑子）,weak_against,机械
NO.188,棋棋（黑子）,resist,地
NO.188,棋棋（黑子）,resist,虫
NO.188,棋棋（黑子）,resist,恶
NO.188,棋棋（黑子）,resist,普通
NO.188,棋棋（黑子）,resist,火
NO.188,棋棋（黑子）,resist,电
NO.188,棋棋（黑子）,resist,毒
NO.189,棋骑士（黑子）,weak_against,萌
NO.189,棋骑士（黑子）,weak_against,幻
NO.189,棋骑士（黑子）,weak_against,草
NO.189,棋骑士（黑子）,weak_against,水
NO.189,棋骑士（黑子）,weak_against,冰
NO.189,棋骑士（黑子）,weak_against,武
NO.189,棋骑士（黑子）,weak_against,机械
NO.189,棋骑士（黑子）,resist,地
NO.189,棋骑士（黑子）,resist,虫
NO.189,棋骑士（黑子）,resist,恶
NO.189,棋骑士（黑子）,resist,普通
NO.189,棋骑士（黑子）,resist,火
NO.189,棋骑士（黑子）,resist,电
NO.189,棋骑士（黑子）,resist,毒
NO.190,棋齐垒（黑子）,weak_against,萌
NO.190,棋齐垒（黑子）,weak_against,幻
NO.190,棋齐垒（黑子）,weak_against,草
NO.190,棋齐垒（黑子）,weak_against,水
NO.190,棋齐垒（黑子）,weak_against,冰
NO.190,棋齐垒（黑子）,weak_against,武
NO.190,棋齐垒（黑子）,weak_against,机械
NO.190,棋齐垒（黑子）,resist,地
NO.190,棋齐垒（黑子）,resist,虫
NO.190,棋齐垒（黑子）,resist,恶
NO.190,棋齐垒（黑子）,resist,普通
NO.190,棋齐垒（黑子）,resist,火
NO.190,棋齐垒（黑子）,resist,电
NO.190,棋齐垒（黑子）,resist,毒
NO.191,棋祈督（黑子）,weak_against,萌
NO.191,棋祈督（黑子）,weak_against,幻
NO.191,棋祈督（黑子）,weak_against,草
NO.191,棋祈督（黑子）,weak_against,水
NO.191,棋祈督（黑子）,weak_against,冰
NO.191,棋祈督（黑子）,weak_against,武
NO.191,棋祈督（黑子）,weak_against,机械
NO.191,棋祈督（黑子）,resist,地
NO.191,棋祈督（黑子）,resist,虫
NO.191,棋祈督（黑子）,resist,恶
NO.191,棋祈督（黑子）,resist,普通
NO.191,棋祈督（黑子）,resist,火
NO.191,棋祈督（黑子）,resist,电
NO.191,棋祈督（黑子）,resist,毒
NO.192,棋绮后（黑子）,weak_against,萌
NO.192,棋绮后（黑子）,weak_against,幻
NO.192,棋绮后（黑子）,weak_against,草
NO.192,棋绮后（黑子）,weak_against,水
NO.192,棋绮后（黑子）,weak_against,冰
NO.192,棋绮后（黑子）,weak_against,武
NO.192,棋绮后（黑子）,weak_against,机械
NO.192,棋绮后（黑子）,resist,地
NO.192,棋绮后（黑子）,resist,虫
NO.192,棋绮后（黑子）,resist,恶
NO.192,棋绮后（黑子）,resist,普通
NO.192,棋绮后（黑子）,resist,火
NO.192,棋绮后（黑子）,resist,电
NO.192,棋绮后（黑子）,resist,毒
NO.212,古钟蛇（本命年的样子）,weak_against,恶
NO.212,古钟蛇（本命年的样子）,weak_against,机械
NO.212,古钟蛇（本命年的样子）,weak_against,地
NO.212,古钟蛇（本命年的样子）,weak_against,幻
NO.212,古钟蛇（本命年的样子）,resist,武
NO.212,古钟蛇（本命年的样子）,resist,虫
NO.212,古钟蛇（本命年的样子）,resist,草
NO.212,古钟蛇（本命年的样子）,resist,萌
NO.213,寒音蛇（本命年的样子）,weak_against,恶
NO.213,寒音蛇（本命年的样子）,weak_against,机械
NO.213,寒音蛇（本命年的样子）,weak_against,地
NO.213,寒音蛇（本命年的样子）,weak_against,幻
NO.213,寒音蛇（本命年的样子）,resist,武
NO.213,寒音蛇（本命年的样子）,resist,虫
NO.213,寒音蛇（本命年的样子）,resist,草
NO.213,寒音蛇（本命年的样子）,resist,萌
NO.220,海枝枝（杏黄百合）,weak_against,草
NO.220,海枝枝（杏黄百合）,weak_against,电
NO.220,海枝枝（杏黄百合）,weak_against,光
NO.220,海枝枝（杏黄百合）,weak_against,幽
NO.220,海枝枝（杏黄百合）,weak_against,恶
NO.220,海枝枝（杏黄百合）,resist,火
NO.220,海枝枝（杏黄百合）,resist,机械
NO.220,海枝枝（杏黄百合）,resist,普通
NO.220,海枝枝（杏黄百合）,resist,毒
NO.220,海枝枝（杏黄百合）,resist,虫
NO.220,海枝枝（杏黄百合）,resist,武
NO.220,海枝枝（洋红沙丁）,weak_against,草
NO.220,海枝枝（洋红沙丁）,weak_against,电
NO.220,海枝枝（洋红沙丁）,weak_against,光
NO.220,海枝枝（洋红沙丁）,weak_against,幽
NO.220,海枝枝（洋红沙丁）,weak_against,恶
